timestamp,symbol,side,quantity,price,gross_value,costs,net_cash_delta,reason
2026-05-08,RELIANCE.NS,BUY,14,1426.4991,19970.987399999998,1.3461643766844,-19972.333564376684,signal_entry
2026-05-20,RELIANCE.NS,SELL,14,1318.238406188965,18455.33768664551,5.3041747831680395,18450.033511862344,signal_exit
