Symbol,Time,Open,High,Low,Close,Volume
INFY.NS,2026-03-19T00:00:00,1244.199951171875,1255.0,1215.0999755859375,1220.800048828125,9156461
INFY.NS,2026-03-20T00:00:00,1242.0,1264.800048828125,1229.199951171875,1255.9000244140625,27299975
INFY.NS,2026-03-23T00:00:00,1238.199951171875,1261.0999755859375,1227.4000244140625,1256.800048828125,12420293
INFY.NS,2026-03-24T00:00:00,1269.0,1297.0,1251.0,1278.300048828125,13613495
INFY.NS,2026-03-25T00:00:00,1270.0,1290.5999755859375,1257.0999755859375,1279.0999755859375,10824030
INFY.NS,2026-03-27T00:00:00,1285.199951171875,1294.800048828125,1263.199951171875,1269.699951171875,13092541
INFY.NS,2026-03-30T00:00:00,1250.0,1265.5,1243.0,1250.5999755859375,14108486
INFY.NS,2026-04-01T00:00:00,1290.0,1303.0,1269.5,1275.699951171875,8137156
INFY.NS,2026-04-02T00:00:00,1260.0,1305.4000244140625,1259.800048828125,1300.800048828125,12873492
INFY.NS,2026-04-06T00:00:00,1301.4000244140625,1320.0,1299.0,1306.199951171875,10208682
INFY.NS,2026-04-07T00:00:00,1302.0,1345.0999755859375,1293.5,1339.4000244140625,15355792
INFY.NS,2026-04-08T00:00:00,1349.0,1376.9000244140625,1331.0,1346.199951171875,16030133
INFY.NS,2026-04-09T00:00:00,1329.9000244140625,1337.5,1314.0,1331.5999755859375,14894607
INFY.NS,2026-04-10T00:00:00,1318.0,1318.9000244140625,1283.300048828125,1292.5,19233369
INFY.NS,2026-04-13T00:00:00,1272.0,1289.0,1265.699951171875,1276.800048828125,10366082
INFY.NS,2026-04-15T00:00:00,1306.300048828125,1322.5,1300.5,1305.300048828125,12098912
INFY.NS,2026-04-16T00:00:00,1322.0999755859375,1331.0,1309.0,1319.199951171875,18527029
INFY.NS,2026-04-17T00:00:00,1313.0,1328.300048828125,1306.0999755859375,1318.699951171875,12064048
INFY.NS,2026-04-20T00:00:00,1320.0,1324.9000244140625,1308.0999755859375,1312.5999755859375,7172300
INFY.NS,2026-04-21T00:00:00,1310.0,1325.0,1299.300048828125,1313.199951171875,10057440
INFY.NS,2026-04-22T00:00:00,1295.0,1297.699951171875,1255.9000244140625,1268.5999755859375,20088378
INFY.NS,2026-04-23T00:00:00,1254.0,1265.699951171875,1226.0,1240.5999755859375,14792854
INFY.NS,2026-04-24T00:00:00,1200.0,1223.9000244140625,1152.199951171875,1154.5999755859375,42078914
INFY.NS,2026-04-27T00:00:00,1154.5999755859375,1179.9000244140625,1154.5,1170.300048828125,19579883
INFY.NS,2026-04-28T00:00:00,1162.699951171875,1169.4000244140625,1149.800048828125,1152.0999755859375,12720276
INFY.NS,2026-04-29T00:00:00,1158.5,1178.199951171875,1156.800048828125,1167.5,8303109
INFY.NS,2026-04-30T00:00:00,1167.5,1189.800048828125,1159.5999755859375,1181.800048828125,12205669
INFY.NS,2026-05-01T00:00:00,1181.800048828125,1181.800048828125,1181.800048828125,1181.800048828125,0
INFY.NS,2026-05-04T00:00:00,1195.0,1195.0,1165.199951171875,1168.4000244140625,7735811
INFY.NS,2026-05-05T00:00:00,1169.5,1185.199951171875,1160.0999755859375,1178.0999755859375,8164108
INFY.NS,2026-05-06T00:00:00,1187.0,1191.5,1164.0999755859375,1167.199951171875,9856963
INFY.NS,2026-05-07T00:00:00,1173.0,1175.4000244140625,1159.199951171875,1162.699951171875,12013987
INFY.NS,2026-05-08T00:00:00,1161.0,1183.5,1158.800048828125,1179.199951171875,7582770
