Symbol,Time,Open,High,Low,Close,Volume
INFY.NS,2026-05-11T00:00:00,1176.0,1187.0,1172.0999755859375,1177.0,7336288
INFY.NS,2026-05-12T00:00:00,1162.0,1162.0,1123.0,1140.300048828125,16891948
INFY.NS,2026-05-13T00:00:00,1136.5999755859375,1142.5999755859375,1121.0,1123.0999755859375,6664111
INFY.NS,2026-05-14T00:00:00,1119.800048828125,1121.9000244140625,1089.0,1095.0,16914842
INFY.NS,2026-05-15T00:00:00,1102.0,1133.199951171875,1101.5999755859375,1119.0,17482450
INFY.NS,2026-05-18T00:00:00,1119.0,1146.0999755859375,1118.0,1142.5,12096377
INFY.NS,2026-05-19T00:00:00,1162.0,1198.4000244140625,1162.0,1196.9000244140625,32175705
INFY.NS,2026-05-20T00:00:00,1187.0,1206.9000244140625,1184.9000244140625,1193.699951171875,15121010
INFY.NS,2026-05-21T00:00:00,1196.0999755859375,1201.800048828125,1177.0,1181.199951171875,10021033
INFY.NS,2026-05-22T00:00:00,1182.5,1191.800048828125,1172.5,1174.5,8803066
INFY.NS,2026-05-25T00:00:00,1183.0,1185.0,1166.0999755859375,1168.5,5856136
INFY.NS,2026-05-26T00:00:00,1166.300048828125,1180.699951171875,1162.9000244140625,1167.699951171875,8005767
INFY.NS,2026-05-27T00:00:00,1161.0,1167.300048828125,1155.0,1159.9000244140625,6371871
INFY.NS,2026-05-28T00:00:00,1159.9000244140625,1159.9000244140625,1159.9000244140625,1159.9000244140625,0
INFY.NS,2026-05-29T00:00:00,1182.0,1210.0,1153.5999755859375,1160.9000244140625,69085430
INFY.NS,2026-06-01T00:00:00,1175.0,1217.0,1173.699951171875,1202.5,19439331
INFY.NS,2026-06-02T00:00:00,1232.5,1278.9000244140625,1232.5,1270.800048828125,36032600
INFY.NS,2026-06-03T00:00:00,1242.0999755859375,1249.9000244140625,1216.0,1222.5999755859375,18534303
INFY.NS,2026-06-04T00:00:00,1208.0,1215.199951171875,1196.199951171875,1201.300048828125,12755957
INFY.NS,2026-06-05T00:00:00,1220.0,1223.800048828125,1194.300048828125,1197.5,8692290
INFY.NS,2026-06-08T00:00:00,1177.5,1200.699951171875,1176.5,1187.5999755859375,8631711
INFY.NS,2026-06-09T00:00:00,1193.5999755859375,1193.5999755859375,1167.300048828125,1180.300048828125,10984054
INFY.NS,2026-06-10T00:00:00,1160.0999755859375,1171.4000244140625,1143.300048828125,1145.300048828125,8887626
INFY.NS,2026-06-11T00:00:00,1129.699951171875,1133.699951171875,1109.0,1114.5999755859375,9372176
INFY.NS,2026-06-12T00:00:00,1120.0,1123.300048828125,1111.5,1116.4000244140625,8075333
INFY.NS,2026-06-15T00:00:00,1130.0,1151.0,1123.0,1134.9000244140625,7856192
INFY.NS,2026-06-16T00:00:00,1136.9000244140625,1153.800048828125,1123.199951171875,1143.5999755859375,10456090
INFY.NS,2026-06-17T00:00:00,1149.0,1162.5,1148.0,1157.699951171875,5995119
INFY.NS,2026-06-18T00:00:00,1142.9000244140625,1142.9000244140625,1125.300048828125,1127.5,16781447
INFY.NS,2026-06-19T00:00:00,1062.300048828125,1066.0,1030.0,1051.4000244140625,45662218
