timestamp,symbol,side,quantity,price,gross_value,costs,net_cash_delta,reason
2026-05-05,RELIANCE.NS,BUY,13,1460.5110000000002,18986.643000000004,1.2798136580580002,-18987.92281365806,signal_entry
2026-05-20,RELIANCE.NS,SELL,13,1318.238406188965,17137.099280456543,4.925305155798894,17132.173975300746,signal_exit
